parent,cat,word,word_level,pos
,,管理百科,120,n
管理百科,categories,金融危机,119,n
,,经济百科,120,n
经济百科,categories,政治经济学家,119,n
经济百科,categories,经济犯罪,119,n
,,金融百科,120,n
金融百科,categories,金融关系,119,n
金融百科,categories,金融危机,119,n
金融百科,categories,理财,119,n
,,法律百科,120,n
法律百科,categories,经济犯罪,119,n
,,行业百科,120,n
,,综合条目,120,n
综合条目,categories,政治经济学家,119,n
金融危机,word,金融危机,118,n
金融危机,word,次贷危机,118,n
金融危机,word,财政危机,118,n
金融危机,word,次贷危机事件时序,118,n
金融危机,word,第一代货币危机模型,118,n
金融危机,word,第二代货币危机理论,118,n
金融危机,word,俄罗斯金融危机,118,n
金融危机,word,盖特纳计划,118,n
金融危机,word,股市危机,118,n
金融危机,word,黑色星期一,118,n
金融危机,word,黑色星期四,118,n
金融危机,word,红光事件,118,n
金融危机,word,货币危机,118,n
金融危机,word,货币信用危机,118,n
金融危机,word,金融危机管理,118,n
金融危机,word,金融危机净传染,118,n
金融危机,word,金融危机预警系统,118,n
金融危机,word,流动性危机,118,n
金融危机,word,伦敦鲸事件,118,n
金融危机,word,墨西哥金融危机,118,n
金融危机,word,美元危机,118,n
金融危机,word,美债危机,118,n
金融危机,word,清偿性危机,118,n
金融危机,word,“327”国债期货事件,118,n
金融危机,word,温州民间借贷危机,118,n
金融危机,word,信用危机,118,n
金融危机,word,系统性金融危机,118,n
金融危机,word,亚洲金融危机,118,n
金融危机,word,银行业危机,118,n
金融危机,word,英镑危机,118,n
金融危机,word,隐性财务危机,118,n
金融危机,word,印度小额贷款危机,118,n
金融危机,word,优贷危机,118,n
金融危机,word,债务危机,118,n
金融危机,word,债权危机,118,n
金融危机,word,政策干扰效应,118,n
金融危机,word,中国式次贷危机,118,n
金融危机,word,中国式金融危机,118,n
经济犯罪,word,经济犯罪,118,n
经济犯罪,word,保险诈骗罪,118,n
经济犯罪,word,变造货币罪,118,n
经济犯罪,word,编造并传播证券、期货交易虚假信息罪,118,n
经济犯罪,word,背信罪,118,n
经济犯罪,word,本票诈骗,118,n
经济犯罪,word,比特币勒索病毒,118,n
经济犯罪,word,白领犯罪,118,n
经济犯罪,word,编造、故意传播虚假信息罪,118,n
经济犯罪,word,非法出具金融票证罪,118,n
经济犯罪,word,操纵证券、期货交易价格罪,118,n
经济犯罪,word,出售、购买、运输假币罪,118,n
经济犯罪,word,持有、使用假币罪,118,n
经济犯罪,word,出具证明文件重大失实罪,118,n
经济犯罪,word,串通投标罪,118,n
经济犯罪,word,贷款诈骗罪,118,n
经济犯罪,word,对违法票据承兑、付款、保证罪,118,n
经济犯罪,word,单位受贿罪,118,n
经济犯罪,word,对单位行贿罪,118,n
经济犯罪,word,单位行贿罪,118,n
经济犯罪,word,对公司、企业人员行贿罪,118,n
经济犯罪,word,倒卖车票、船票罪,118,n
经济犯罪,word,渎职罪,118,n
经济犯罪,word,单证诈骗,118,n
经济犯罪,word,代开发票,118,n
经济犯罪,word,电子商务犯罪,118,n
经济犯罪,word,电信诈骗,118,n
经济犯罪,word,盗窃罪,118,n
经济犯罪,word,非法吸收公众存款罪,118,n
经济犯罪,word,非法制造、销售非法制造的注册商标标识罪,118,n
经济犯罪,word,非法出售发票罪,118,n
经济犯罪,word,妨害清算罪,118,n
经济犯罪,word,非法出售用于骗取出口退税、抵扣税款发票罪,118,n
经济犯罪,word,非法制造、出售非法制造的发票罪,118,n
经济犯罪,word,非法经营罪,118,n
经济犯罪,word,非法出售增值税专用发票罪,118,n
经济犯罪,word,非法购买增值税专用发票、购买伪造的增值税专用发票罪,118,n
经济犯罪,word,非法制造、出售非法制造的用于骗取出口退税、抵扣税款发票罪,118,n
经济犯罪,word,非法经营同类营业罪,118,n
经济犯罪,word,非法转让、倒卖土地使用权罪,118,n
经济犯罪,word,非法买卖外汇罪,118,n
经济犯罪,word,放纵走私罪,118,n
